"openid","roleid","nickname","cumulative_topup_thousand_vnd","tier_history","matches"
"159705150","1423109710","ThoR",138,"",62
"443635195","1658804866","báoo2tủi",138,"",80
"605500130","1958768331","ˇshin",138,"",396
"864566564","1505142551","NéAnhRaa",138,"",209
"36630461","1839889734","viethung.bon",138,"",71
"345824261","1168259998","Tuankay79",138,"",251
"617805507","1454646365","Gia_Bảo07",138,"",23
"560667301","1918063254","ql_lốcBảo",138,"",357
"363494135","1751604036","VTV❿",138,"",96
"607126271","1651305093","ᴾᴿᴼシρƙ♥",138,"",214
"649782294","1608842923","Bông_Lúa",138,"",444
"432551065","1937162080","ThịnhCFM",138,"",182
"481150842","1473174762","Huyme12345",138,"",341
"649883440","1009788529","Chơi_Nhushit",138,"",572
"921317820","1310789941","AnhBé",138,"",396
"511940951","1098585268","Thiên_Gia007",138,"",1
"542063167","1774737287","khánhBlack",138,"",202
"346056750","1624372330","Greg_Blake271",138,"",1280
"519341782","1609626078","ⒸⒾⒶ•007.Bao05",138,"",14
"836508724","1834256813","Miles_Burns948",138,"",108
"55397854","1562810170","KenHi5",138,"",69
"154180384","1341856857","Phương.Bê.Tông",138,"",417
"627965486","1532493750","Libraaaaaa",138,"",231
"195005762","1552342066","Ductan2",138,"",146
"520306902","1714056666","NNQ-Cáo",138,"",2034
"378640299","1943060796","Yeuemlan",138,"",99
"683444833","1949349353","Lazoka",138,"",22
"34919140","1639926929","DYGLOW",138,"",38
"37681262","1417051427","Huybắntỉa",138,"",88
"678357858","1715665520","REAL_LINK",138,"",18
"13169897","1902409380","420paranoid",138,"",121
"916590332","1972329406","Biu---CFM",138,"",1556
"398608366","1935322710","A.BéoN01",138,"",422
"678087649","1651115304","HoangThiênĐế@",138,"",0
"951849341","1463719324","KVĐ",138,"",10
"811726192","1166894253","HongMinhh",138,"",93
"378540503","1340640141","HưngLongMôn",138,"",77
"69038677","1031209254","Nhậtlong",138,"",365
"966264032","1783385607","sonnobi",138,"",752
"787252725","1465150067","BuDitEiu",138,"",8
"912616497","1655453140","Trang3898",138,"",1291
"692834083","1186691469","($¥$)_Lộc",138,"",1016
"628456194","1830598968","ʟɪễᴜɴʜưʏêɴ彡",138,"",1968
"725477036","1333566648","Dzuyu",138,"",157
"897798970","1466189331","Lekhai12008",138,"",174
"38049309","1991592421","cặkk123",138,"",16
"661706246","1427491288","Taytobằngchân",138,"",1122
"149593370","1864959871","vubin",138,"",0
"484309062","1298583210","menteazz",138,"",12
"141683069","1851523423","Chùm_FF01",138,"",102
"924041565","1580091704","Kiendeptrai:))",138,"",1312
"49892007","1617840560","Câyhàngxiuto",138,"",263
"558820920","1616500462","KingOfTheGame",138,"",0
"621094026","1595697175","Vanphuc_hn",138,"",99
"691681570","1733590124","Hiibon12",138,"",10
"212806957","1140429177","maduong08",138,"",268
"184708920","1487876964","ｈưｎｇｎè",138,"",234
"139838409","1865452238","PCPA8005",138,"",1615
"572706991","1203418327","LácHáng",138,"",71
"360811334","1275170201","Trai_Bản.2000",138,"",41
"383978248","1132610063","RuBaCon",138,"",471
"99301644","1202778066","Tổng•Tư•Lệnh.",138,"",334
"26200257","1905567022","Leon14",138,"",6
"992560753","1940841518","KhaỉHuyền",138,"",12
"38443765","1881240885","LV_Thông™",138,"",223
"276893216","1365266609","S4su",138,"",50
"100510076","1489008358","lọkhũng",138,"",285
"766379721","1006701830","TuVi_VấnĐỉnh",138,"",326
"413273144","1577179435","Đ_T_Đ",138,"",90
"988100479","1854849263","Bắn_em_đi",138,"",135
"475373525","1959846783","Koemi-san",138,"",0
"413406427","1885071574","L.Lawliett",138,"",205
"561232392","1199147992","Ru",138,"",451
"942578799","1018639128","DaDaDaremix",138,"",2166
"146982385","1564703748","BeTienBao",138,"",89
"478847913","1894969534","Chạyđiníi",138,"",138
"184357678","1677796088","ĐQD1988",138,"",2120
"209622147","1034838583","1.Viên.1.Kill",138,"",966
"881386659","1634865104","HoOanhLiet",138,"",174
"552323644","1222538933","kimochi_ơơ",138,"",389
"52997371","1948331511","YEAHBOYS",138,"",64
"614496302","1238209978","kennzii",138,"",96
"313484620","1198269977","HaDes77",138,"",143
"266366029","1372749134","81GL-LãoLão",138,"",694
"848372561","1294770883","ĐầuHư",138,"",426
"211508995","1438792001","Cesar_Brady615",138,"",235
"886805627","1191248433","thành297",138,"",677
"681456930","1654323155","Tuanluu08",138,"",91
"457630444","1557941691","Henhonhxkoyeu",138,"",2091
"269322480","1419120695","Thai_loii",138,"",558
"595784529","1293187719","GiaBảo…",138,"",251
"859668076","1225434693","tanhhhzzz",138,"",48
"230436905","1397399044","ʟᴏʏᴏ",138,"",621
"152710535","1470383025","VuzzQuan",138,"",941
"925391574","1812933378","Gillgaming",138,"",0
"247770075","1811215995","duy’đây",138,"",1001
"950643600","1108679402","anhoang",138,"",272
"708178118","1711044025","TiểuKimNgọc",138,"",317
"589832586","1610182053","MỒMLÔNG",138,"",57
"988170830","1864598042","PNguyễn",138,"",146
"518093663","1333652787","Chíp_Xoăn",138,"",122
"218648165","1597815525","SátThủMù",138,"",60
"716775590","1923463170","NguyenNhanPN",138,"",192
"188936617","1067888275","MPhunnie",138,"",68
"94533350","1759044449","NútCánChưaEm",138,"",1242
"925857129","1798114975","Sơn10đ",138,"",0
"909546790","1434500337","Mario_Biển⁶",138,"",180
"897973787","1316020989","Heheheheeee!",138,"",7
"332822498","1314081711","tuantran9060",138,"",18
"687645292","1537987542","Anhgia23",138,"",74
"700322376","1575734330","TiênNhândậpđá",138,"",0
"20374122","1401388003","HaddesS",138,"",39
"445481510","1155607635","phảndiện,",138,"",14
"141551289","1181441005","Vkhai",138,"",539
"50856661","1805232373","VươngLọ",138,"",381
"23448180","1041663489","RPT*meirena",138,"",181
"267850250","1516460128","Rinnekk",138,"",9
"663207452","1191664963","Emvan",138,"",39
"574219115","1196269914","Bon1108",138,"",3
"177053506","1191265436","Hgtue05nd",138,"",325
"529905562","1400524101","BrianDuong",138,"",198
"699030688","1272064637","hoànggquyy",138,"",55
"701351981","1384453769","ShiroLê",138,"",282
"96473602","1274932124","Ҡɛռ.×͜×.Ɓɪ",138,"",386
"415007887","1168557891","seven37",138,"",145
"932653356","1061561836","MinhTrong",138,"",119
"52541630","1718118534","QuachNa",138,"",0
"329596546","1669413885","NhựtTây",138,"",623
"215756255","1588248893","Error9999",138,"",648
"989481111","1125361398","Chong_xuka123",138,"",8
"124033744","1481849513","SóiĐeoNơ",138,"",1549
"294137805","1881899120","QuangQ21",138,"",102
"930584751","1231435384","Kemxxxx",138,"",1
"132409335","1420205891","Việt..99.đ.la",138,"",144
"140576783","1711459607","**Tuyên**",138,"",329
"695045267","1698579515","ZitDangYeu",138,"",107
"197131831","1648048449","chuppyeuem",138,"",0
"133329112","1194724919","LeBao_2002",138,"",505
"623468769","1740100994","亗亗亗丅ᕼịᑎᕼ",138,"",12
"950392417","1474709118","HuyHoang**",138,"",181
"21852376","1645745363","Hanh2505",138,"",0
"149803500","1848720021","63-kiệt",138,"",618
"541560648","1213584417","PAIN2K",138,"",102
"92882023","1182894623","Lĩnh@",138,"",597
"277230836","1338384884","Long83868",138,"",95
"298328719","1663027137","AF丶HieuCF07",138,"",4111
"592082536","1004726536","pvtracing2k",138,"",200
"66722615","1747121978","VenGom:)",138,"",45
"845771320","1996665113","GT09",138,"",95
"242082776","1347717192","May_Thich_gi",138,"",70
"110263606","1344841999","Kurt_Ball160",138,"",10
"315357088","1793305245","banvaolonem",138,"",57
"360427","1115216506","TùngVịt",138,"",501
"691789889","1679808405","Vuongggg",138,"",0
"458325116","1613947834","ⓁⓁⓄⓄⓃⓃ",138,"",292
"658762884","1194447786","ʕ˖͜͡˖ʔxayʕ˖͜͡˖",138,"",1209
"243140566","1732878205","thienphu313",138,"",156
"158474329","1888884625","blox.no1",138,"",125
"651557369","1987380411","vietg",138,"",35
"919940837","1758440553","KuTom",138,"",155
"965854975","1251561627","MiniUdon",138,"",121
"159722354","1746355079","XấuTraiHaySục",138,"",99
"893644141","1991722769","Vualìđònk15",138,"",26
"635861705","1794122764","Steve_Chase605",138,"",11
"891313134","1277904343","NvKxKewtiie",138,"",266
"9876253","1585411534","ｚｉｎｏ个",138,"",40
"922827070","1317745455","GấuBumm",138,"",53
"265740844","1737810077","OweK_Lu¢¡fer½",138,"",253
"351217079","1594219929","GiaHuy���",138,"",11
"243780473","1021645821","EBảo_Max716",138,"",122
"69467831","1571161376","TrungTiến",138,"",209
"982162809","1963912340","Dương_Vip",138,"",42
"156964401","1935279074","Bear303",138,"",35
"594418403","1946994699","KhanggClown",138,"",108
"651038170","1639690833","MR.TOM*",138,"",233
"605107353","1283156769","Zusk",138,"",118
"21177576","1637642935","Sonneee",138,"",163
"64314436","1773743965","ILikeYourWife",138,"",415
"116742552","1083199991","Dvthanh1209",138,"",181
"217857317","1357736373","HungBo123",138,"",57
"255611553","1694631896","NgocDiepSJC",138,"",815
"703980262","1118437632","razdaumoi",138,"",50
"241091049","1690579449","AnhNguyên",138,"",151
"660897408","1236518853","AnhGàLắm111",138,"",41
"339705052","1331351825","VìGaiSinhTon",138,"",20
"586324311","1252153359","khoai98",138,"",258
"661298046","1312800150","zZzCauAmzZz",138,"",17
"188947574","1344959059","ChimSẻ",138,"",9
"415088451","1061988216","D2F_HB",138,"",12
"585841673","1122852380","AdenKiller",138,"",348
"489952065","1948622714","Limosine",138,"",864
"373104450","1054692513","『BG』Howll",138,"",0
"423986787","1382438971","LỘCKUN",138,"",211
"580969544","1246629928","BốGià1987",138,"",395
"269096680","1290894066","Vutrieuz17",138,"",2
"588489120","1066662477","Love,,,",138,"",1720
"841378195","1223954118","TầyVinh",138,"",1206
"575270856","1219801310","Oggy_1",138,"",308
"693395716","1965090643","Chanbomaydiok",138,"",489
"642345068","1370873989","DTBxJohnLan",138,"",158
"257067377","1254957212","Bachacu3cm",138,"",241
"57225055","1583142535","TầnThủyHoànGG",138,"",144
"58950490","1348032786","Hope_Craig615",138,"",21
"192600398","1857088248","K_Gặp_Đối_Thủ",138,"",2938
"902703126","1151322421","BTV.BìnhDương!",138,"",1237
"565203768","1530447034","cỏlivitar",138,"",28
"661688730","1653361326","béobúbình",138,"",63
"871232179","1990748953","Dat0803",138,"",142
"249188134","1016074634","•One•TuấnAnh•",138,"",139
"560512827","1164205616","VươngMaTử卐",138,"",167
"886601732","1295560339","VTG-M.Quí",138,"",1168
"279557888","1964923321","Bw丶Yang",138,"",350
"291793657","1444001922","Duygoda",138,"",65
"475012330","1052342880","meoww-.-",138,"",34
"108723117","1074553297","CFM•HoàngTử^^",138,"",159
"724546375","1479618066","TháiTửSicula",138,"",2
"926881561","1177659755","Dupham0214",138,"",17
"55603852","1010987092","HUE•ZZ",138,"",109
"6163835","1846407545","zzzNghiazzz",138,"",374
"726057062","1380835957","Hoi.lam.gi-1",138,"",234
"225455799","1698122752","bbbb11",138,"",14
"554804579","1959805694","MinhĐẹpTrai@",138,"",1456
"960857506","1849293204","GiáoSưTank",138,"",212
"211529762","1642369983","K69",138,"",531
"266715401","1363111476","Ngọc12345",138,"",173
"450358646","1696115053","Toan106",138,"",22
"311566734","1014097253","PC08乂Killer",138,"",808
"282644627","1539051050","QuangKubi",138,"",10
"608261946","1650059304","Thaishalem",138,"",287
"546561599","1079913948","MeaningLeSs",138,"",97
"115148210","1628769323","BảoCF",138,"",53
"1240685","1538340531","Caleb_Bell605",138,"",146
"129169221","1163533212","岁岁PingAn",138,"",25
"48640537","1524484076","<LiếmĐiEm>",138,"",377
"540982081","1505836655","phuongzyy",138,"",26
"28289002","1564161169","113_Gorrt",138,"",616
"408480617","1735392065","Շųấทαทɦ",138,"",426
"544659848","1684090392","HoắcVũHẹo",138,"",481
"689381999","1894265530","cựbặc",138,"",258
"9305165","1900548003","heirbabii",138,"",380
"66816724","1547979361","Phutapchoi",138,"",218
"5386048","1725728474","MissLove93",138,"",152
"603081640","1552114935","Thứcmv",138,"",906
"481294113","1389461814","Trunghieu11",138,"",82
"957566084","1470039937","TraiDâm2k15",138,"",12
"535928040","1767932176","Thanh-M4",138,"",140
"240051059","1041017646","OiiiHên!!!.Ϟ",138,"",138
"108983866","1233836871","ADONIS_CFL",138,"",624
"281266263","1416490864","BąntrųngCû",138,"",461
"526557981","1339556833","Út_an",138,"",1577
"679597995","1951206418","VoidSss",138,"",125
"655756048","1667677530","wi_?",138,"",145
"21826616","1521812399","VIP-khoaito",138,"",452
"39805783","1771207568","Cam!",138,"",0
"228561406","1590854222","Mamaster",138,"",177
"484538908","1167567856","Khoi1995@",138,"",524
"861790204","1144089767","•ㅤʟʏɴxㅤ•",138,"",152
"525884579","1573694690","HoaHồng",138,"",21
"454295430","1156479821","CaptainCapy",138,"",0
"304529755","1904260857","✿ᴴᴱᴿᴼ᭄€๏²ᵏ༄༂ßÇ",138,"",668
"923676230","1062858818","camiabay",138,"",254
"892690988","1732988536","besflo123",138,"",435
"552170067","1118235231","DonkDuck@@@@@@",138,"",793
"845530699","1123984026","nvk05",138,"",1015
"8904217","1067991722","kuubin",138,"",321
"520396551","1042164417","HuY_Lã@Đại",138,"",71
"447342749","1634642164","phạmtấntài",138,"",139
"883835146","1826660648","LiNh_18,1cm",138,"",526
"603797979","1410534099","Huansaubiiii",138,"",799
"747009048","1281476089","『D』Chjnhh✿",138,"",161
"213757583","1832922219","Tan17",138,"",573
"48475157","1288860221","Isla_Allen111",138,"",767
"573162259","1732887478","ChiKaVâu",138,"",701
"748271","1578868809","°Pi¶°Zombi€°",138,"",484
"9322147","1129619287","Tuancomando",138,"",1457
"66043466","1833251664","Floyd_Brock048",138,"",185
"311514731","1050931600","DuyyHihiii",138,"",47
"751508343","1732320183","Kupit23296",138,"",61
"691845109","1855449345","AxoVN",138,"",7
"964052457","1325295430","MisssTHang",138,"",182
"314149","1592155458","Bòtuôi…^^",138,"",214
"515005908","1807130758","ThàKhổngTử",138,"",201
"704293303","1077117399","SoraMeowmeow",138,"",974
"487497113","1527062028","AcE_CNuuTpT",138,"",129
"594843979","1628996615","siêunhânxah",138,"",350
"515627395","1874431619","nhulol123",138,"",577
"151979282","1352162607","VIE•Tanh",138,"",44
"224946492","1342586688","Phaihongg",138,"",159
"573795761","1265773816","NGNN",138,"",659
"504683888","1577255978","VpFuna",138,"",7
"612059622","1937319352","zZ_Vip_Pro_Zz",138,"",110
"226501691","1726011527","AnhLe",138,"",63
"249846848","1122187143","tuiyêuBAN\(x)/",138,"",144
"387634040","1156584859","chịchmẹmàyphê",138,"",33
"583820521","1059042281","Hopdzvail",138,"",225
"499723899","1909126408","Jenna_Cookki",138,"",43
"458826867","1287511109","DjtMeIndonesia",138,"",258
"49348777","1394064095","Demanz",138,"",122
"875804499","1946306415","Jerrytham",138,"",42
"954854485","1064215149","Grace_Case",138,"",30
"294131142","1672031403","Ebot38",138,"",82
"531306863","1860430253","gauvoi2025",138,"",1245
"699609562","1110216883","SolarQuangTri",138,"",1133
"164297785","1820850228","ProNgáo0119",138,"",1
"546341833","1331113961","ChimToHayHo",138,"",351
"375829376","1158611731","Sol.igz",138,"",106
"286630185","1952281928","gáidepditto",138,"",185
"964508723","1936749151","Jana_Booth504",138,"",204
"866932771","1254770303","BốThắngTới!",138,"",44
"551048413","1330646646","TFwtofu",138,"",102
"59291445","1543897849","longNger",138,"",90
"308809660","1618784851","GoatSGZ",138,"",53
"854208684","1644243252","Minhngooo",138,"",119
"560813586","1393288074","Khanhcui",138,"",81
"698929819","1253353488","hungkthp34",138,"",19
"96486980","1396004426","zzVanTuanzz",138,"",295
"252803462","1465335713","BấpTớiTúu",138,"",126
"46014768","1905254805","Quândj356",138,"",659
"596869263","1766093676","Kobiếtsợ",138,"",291
"844701461","1246113742","hài.dón",138,"",51
"939540806","1930946739","caubechoido",138,"",855
"454388658","1423992848","Chunn29",138,"",16
"849548275","1628222811","TheNgoc294t",138,"",180
"941175454","1008839139","Dượng_Đây",138,"",116
"320476670","1719681970","ehehehehehehee",138,"",371
"773083017","1001674723","Remake_CFM",138,"",220
"519235343","1413830023","Paul_Costa_049",138,"",2
"917913352","1265503228","Mèovịt",138,"",108
"910534700","1981541082","Cheff.ＦＬＡＳＨ",138,"",885
"440053929","1023086460","TràSữaNè",138,"",546
"47364122","1489860967","Gà_đi-bộ",138,"",690
"126579797","1173294646","Lola_Black827",138,"",381
"270553500","1846615872","FAKExuânthanh",138,"",298
"362910636","1357167788","Đức1v5",138,"",18
"694335909","1703989285","ＮờｕＮｕूाीू",138,"",24
"857081023","1822445343","TT.NoGyro",138,"",233
"232317019","1174844081","Tienlonvietnam",138,"",59
"579970232","1708535433","Alon",138,"",101
"292511923","1316749685","™Bảoᴾᴿᴼシ",138,"",756
"204618651","1779773808","KimJoJo",138,"",384
"286044344","1305937405","TrDugx",138,"",359
"434918864","1803652516","Khangdepzai11",138,"",805
"995858568","1065003748","Vansinhbilat",138,"",57
"248009567","1479977002","Nhokshjn09",138,"",309
"585956435","1358605160","anhtute",138,"",196
"782519907","1300781588","TrymAPK",138,"",575
"602856436","1511448705","KG_9X_Dragon",138,"",99
"24945559","1782214324","ʚ安常anthuong౨ৎ",138,"",9
"389581983","1387133792","Minhtranphu",138,"",50
"9961721","1695964165","Hoanhiphop",138,"",28
"292037824","1419093684","ThếMàLạiHay!",138,"",949
"114763678","1747280944","HoangBaron",138,"",31
"47579317","1216367706","LINH_XINH",138,"",1951
"42160945","1961523413","AnhĐãGiàCFVN",138,"",0
"662924760","1115637115","ZenkiYeager",138,"",241
"625101248","1881410505","hoangsonk2",138,"",245
"246154296","1302954686","key@titan*+*PK",138,"",697
"421549747","1225380451","Tienbaylac",138,"",147
"683520203","1724397751","PhucYapp",138,"",7
"328139002","1407450597","Hieupham95",138,"",0
"121278892","1068226693","v1rk",138,"",64
"410837014","1420229635","Thànhobê",138,"",3
"106389576","1161643116","thuanchua",138,"",412
"945983960","1187924048","Hanh_",138,"",541
"850938947","1836645657","Khangggneeee",138,"",899
"409519921","1135227461","TH•LAZZY",138,"",76
"462661807","1688256527","Lily_Black059",138,"",195
"178012659","1353847804","Banhót",138,"",687
"256765098","1691701355","Mario_Craig948",138,"",924
"351202244","1008587569","F1_TQ",138,"",2544
"856478933","1035703406","DoKhoi",138,"",18
"102143297","1998993340","chilanemo",138,"",242
"231585865","1193951432","『M3G』丶Thànhᶻ",138,"",190
"350638165","1199904369","0ainghi",138,"",130
"883671201","1790652206","biee13",138,"",1132
"339441447","1058463395","ĐạtTiến",138,"",474
"90939112","1757013625","devil.black313",138,"",203
"396364518","1766723787","RyOcUtE",138,"",109
"664497422","1816400183","kirito_kun",138,"",160
"11190255","1086674990","SCP_Coldboya",138,"",42
"337548609","1318943771","Hazuson",138,"",181
"888341479","1048505305","AChảy99",138,"",77
"672106175","1211731253","HàoDuCôn",138,"",1674
"204332560","1424232728","Duykool",138,"",789
"849640308","1797187976","Jonah_Brady049",138,"",315
"392140773","1218490931","『ʙᴠɢ』Việtnek",138,"",212
"511221083","1736254025","NgocMaii:3",138,"",729
"179033368","1241806509","Táo_Blue",138,"",30
"480737073","1887547140","baokhangcto",138,"",150
"895665455","1868026171","kendyk2",138,"",27
"212158417","1721060543","VinCiix_PoWer",138,"",358
"254729145","1663342200","Đ.Khoii!?",138,"",1416
"489044625","1212110389","Freefirelàsố1",138,"",0
"379672713","1276099939","UtLui",138,"",471
"112038576","1944564611","Rambo:))",138,"",202
"588472082","1413646308","Kanyyy",138,"",50
"715975888","1822554375","HD-Bốmaylanhat",138,"",364
"340160989","1164586640","giaudoiten",138,"",49
"657172545","1825502964","Laoca",138,"",1225
"89316969","1012333455","himass524",138,"",1
"624086476","1374615318","kingcrab",138,"",4
"904820802","1874670154","SES.ĐìnhPhong",138,"",0
"909849218","1766721575","οηɡƭɾυɱʂηіρҽɾ",138,"",126
"459751354","1790870644","Phát231224",138,"",419
"276441953","1220519517","Bé__N@",138,"",267
"368139380","1019630091","Viê123",138,"",254
"658650306","1470167312","Audi-6789",138,"",341
"541558015","1430406762","Robin_Blake160",138,"",0
"110907718","1062946557","Mr.chuột",138,"",49
"810195011","1438180660","ĐạiSưHuynh⁶⁷",138,"",21
"720893246","1846206204","YD_NoTrace",138,"",1021
"98455621","1580542114","HNG.TieuDuy17",138,"",2014
"472781668","1907509913","PNVQ",138,"",9
"909707","1318496035","remington",138,"",129
"479330112","1147704642","Tutran",138,"",780
"944769083","1043070316","Hipga2212@",138,"",58
"952135755","1067273563","HuyBgHp",138,"",361
"91146526","1094510625","khánh@1996",138,"",1685
"49210541","1715517800","якαχєк",138,"",207
"944471337","1041689021","PhanCVinh",138,"",162
"597724279","1056193956","SVCF_NoWay.!",138,"",94
"911878484","1664540648","UCHIHAOBITO",138,"",119
"227665666","1276728445","Cágoo",138,"",62
"389912890","1391702503","Ace•ĐạoBàgiù",138,"",234
"271969582","1229001041","Cường•ngô",138,"",243
"955613833","1005185696","dhuycubu",138,"",198
"532004603","1305312780","MetQuaĐi",138,"",411
"338914833","1549198622","Huyđz07",138,"",505
"349142686","1746485662","hoangcfff",138,"",1001
"828411004","1766327961","VàoXinhRaTử",138,"",231
"127970718","1832579083","STGxAnhBar",138,"",1
"201492387","1687940165","NéTaoRa",138,"",79
"836705070","1225484856","Susu_",138,"",375
"829821203","1390225884","MinhSang05",138,"",65
"604759125","1439495175","HuyHe",138,"",396
"388047126","1763361306","TheThorganL",138,"",589
"697419558","1955981617","GIÁMĐỐCĐẠT",138,"",2
"835357088","1170958273","Ddangdeptrai",138,"",81
"271523916","1465868352","HuyHiennn",138,"",167
"93754001","1503538759","Old.Fashioned",138,"",26
"325049727","1771772560","PG•Zeuss",138,"",25
"943494889","1367273206","Baden0606",138,"",2
"325737294","1374897448","BảoBốiC",138,"",278
"387815182","1334030702","Bulick",138,"",0
"233079896","1984049828","xuanloc36",138,"",29
"194622419","1212722806","StylE#",138,"",309
"517182310","1926547947","SátThần18",138,"",182
"197785370","1314025458","Solf",138,"",217
"106299646","1413847289","noway2305",138,"",193
"191079703","1147971109","khang•max•lmt®",138,"",102
"971801731","1976851921","K0.So*.AI",138,"",1622
"706694147","1154982335","Apollo¤",138,"",2
"942235435","1805600126","Tuấnidol2704",138,"",113
"83904550","1690437013","Đôɴɢᴛà",138,"",361
"933381028","1521569812","haoM4A1",138,"",212
"263469383","1833089562","Chinh✔",138,"",1373
"216751028","1213722482","☆La●PhOng",138,"",270
"839334589","1857765077","MCT.XeBec",138,"",124
"36064611","1338937996","Hahađongu",138,"",53
"266017396","1802407801","nwost",138,"",266
"617747548","1361092989","Doris_Cain",138,"",42
"955169349","1708746924","Playon",138,"",353
"872481720","1732381327","ChuốiChuối",138,"",5
"577150367","1308845229","BéYếnNhi",138,"",214
"216853145","1606897878","Hoàng_Đế_CF",138,"",123
"182596266","1868829952","80•Swat•LTH",138,"",4803
"103075631","1659109518","Chloe_Combs948",138,"",117
"349833776","1901744249","MC.PusTod",138,"",433
"111404280","1354985381","HKT2024",138,"",5
"962092034","1677679594","BEPPO",138,"",144
"833553906","1464951834","Suken",138,"",16
"634061672","1647105104","BinhNguyen01",138,"",486
"975462984","1932117973","Lichtwall",138,"",151
"176220857","1707653033","Testnobro",138,"",86
"275298746","1767902340","Renee_Boyd",138,"",22
"709161012","1397921218","92A5",138,"",988
"870793685","1645692386","Đanglọbịbắntỉa",138,"",433
"174951892","1154497415","Siengnetwork",138,"",13
"59678392","1949336489","Anhkhôngngu",138,"",100
"710338882","1701393167","WSB丶Đức:Củi",138,"",950
"847813864","1995430147","CVN_Gâú",138,"",507
"169444055","1861414106","911-becoi19xxx",138,"",725
"515854101","1357579140","BốngTũn���",138,"",903
"197600141","1046349899","PDR_HuyChuong",138,"",393
"103674216","1101275929","HuynhTuanNH",138,"",51
"165945468","1122254408","HuyPhan.",138,"",58
"480090690","1461272301","legiabao87",138,"",1
"881939366","1179205823","PhươngDuyên2k",138,"",562
"254202356","1776133648","Quyne01",138,"",770
"981012784","1643361040","Lườmraugắpthịt",138,"",399
"508719535","1762463569","conghieu19",138,"",321
"187613861","1422316161","botienday",138,"",84
"837387716","1950485707","Trựcđz",138,"",1572
"987207978","1482180054","yđhiă,πππ",138,"",1645
"873943284","1482865424","Nguyencubu",138,"",127
"57142487","1245219132","Noelllll",138,"",784
"101854284","1516877640","HươngTony",138,"",171
"992689079","1569233578","ღ-Duy-Thu-ʚɞ",138,"",1794
"987055131","1502355676","Yangblu",138,"",5
"988469059","1119326195","๖ۣۜDᴀʀᴋメSʜᴏᴛ",138,"",471
"51619432","1718331638","tbaoooooo",138,"",40
"203767717","1549197742","Lisa_Adams605",138,"",108
"829168352","1761061189","LCN_Venn⁰²",138,"",184
"88084396","1048882228","THPphi02",138,"",247
"880900921","1853864266","Killer216",138,"",271
"819995169","1107677621","Thợ-thầy98",138,"",184
"781163456","1991386737","BầuLyCity",138,"",25
"190865852","1420183429","MèoPro",138,"",65
"930116577","1174940875","ᴬᴹŁữßố",138,"",156
"975040673","1319549315","kennj",138,"",28
"807831303","1451639044","Anhxuan23",138,"",708
"994547261","1365404386","ChươngHàNhân•",138,"",29
"762932139","1878013962","Paimon",138,"",53
"82436388","1284977364","DG_Zew",138,"",245
"40506749","1131854287","DKey_",138,"",559
"375348729","1514518319","Felix_Adams483",138,"",28
"491203852","1148754252","KimLong25",138,"",0
"825524369","1420215398","tthanhht…",138,"",10
"750021043","1092106544","GR•¥Hoàng¥",138,"",228
"569960992","1134015094","việtsócclọo1",138,"",30
"663711457","1460804132","PM.ConBòBuồn",138,"",2164
"979900317","1488622379","Trquminh",138,"",88
"780446311","1389146640","CaTiKem",138,"",253
"879845029","1305161309","Thinhno1",138,"",1525
"589792655","1458962922","Trump",138,"",1141
"910317406","1248789449","ZzThoBuizZ",138,"",20
"834384226","1341356391","SóiĐầuBạc01",138,"",376
"117078633","1135071274","Thảnórachotao",138,"",186
"591843827","1318945356","TSTngTiên66",138,"",32
"909503170","1052577877","Cesar_Boone160",138,"",13
"41083832","1270946933","Laura_Chase372",138,"",0
"47295110","1097918142","TàiDragon",138,"",365
"689369198","1964969591","Zzyn_____",138,"",243
"179608987","1507296293","Thiện0112",138,"",61
"820774191","1176850689","ngVietKutaY96",138,"",274
"189467792","1256427064","tokudav2",138,"",35
"585335573","1182570433","TuấnPeo",138,"",168
"178520964","1238690459","ᴀɢ.khangkòi67",138,"",547
"407547296","1335505476","Be_Cua",138,"",325
"515518306","1906265382","Border_Betl",138,"",2
"807974874","1707992189","IbinI",138,"",50
"172711914","1236048800","Alexander36",138,"",12
"553677569","1223363410","Nghgiang09/02",138,"",34
"364227919","1325608461","halakuto",138,"",437
"507152868","1954443645","Mingji",138,"",55
"848768112","1096713238","Alan_Blak",138,"",169
"834970217","1554993646","phamthai276",138,"",11
"113221256","1083104873","HoangH3nry",138,"",1
"941800531","1580878641","viendanbac",138,"",322
"851240921","1247341010","DavidTuan",138,"",1508
"550879808","1649958966",".NiCoTiN.",138,"",1671
"429048788","1107926898","Sóicôđộc89",138,"",2144
"540963752","1131111508","★Khói︵★.",138,"",427
"990236124","1544394815","DyyAnh",138,"",27
"554394387","1838723375","Trentri",138,"",93
"310883553","1771074555","STG_Adam",138,"",1200
"140336414","1034569433","DuyQuangg_._",138,"",37
"876119354","1086434157","BắnNguĐẩyLáo",138,"",255
"37284241","1219602544","w206.Snipe",138,"",224
"535007408","1832524734","LongKay",138,"",382
"118973064","1870815700","Cross•Tuss",138,"",15
"874217458","1718708964","ĐạiđếPutin",138,"",790
"428535411","1689807393","weidexiong",138,"",0
"290283825","1636404605","HảiNo1",138,"",27
"671391885","1933567877","Béo49LD",138,"",84
"892018200","1109814293","Darwin121107",138,"",337
"847126484","1658819581","ĐồTể1Bộ",138,"",306
