"id","name","pham","fam","loai","tot","M_T1_CB","M_T1_DN","M_T1_TA","M_T1_HT","M_T1_F","M_T2_CB","M_T2_DN","M_T2_TA","M_T2_HT","M_T2_F","M_T3_CB","M_T3_DN","M_T3_TA","M_T3_HT","M_T3_F","M_T4_CB","M_T4_DN","M_T4_TA","M_T4_HT","M_T4_F","M_T5_CB","M_T5_DN","M_T5_TA","M_T5_HT","M_T5_F","M_T6_CB","M_T6_DN","M_T6_TA","M_T6_HT","M_T6_F","M_T7_CB","M_T7_DN","M_T7_TA","M_T7_HT","M_T7_F"
"10103001006","QBZ95","Green","Súng trường khác","Rifle",11738,654,19,0,0,3189,267,11,0,1,1663,179,3,0,0,1573,138,1,0,0,1377,58,0,0,0,966,82,0,0,0,1185,6,5,0,0,361
"10801120001","Grenade-Mechanical Era","Gold VVIP","Đặc biệt","Utility",11699,2818,788,79,13,0,1534,568,49,6,0,1499,546,47,12,0,767,400,41,3,0,701,411,24,4,0,499,297,19,1,0,327,226,18,2,0
"10101081001","AK47-Iron Beast-Ragnarok","B","AK47","Rifle",11624,5600,1289,113,22,1746,608,374,34,11,41,361,305,8,1,21,229,155,3,5,7,189,125,4,3,14,152,96,3,1,20,40,39,2,0,3
"10614004001","COP 357-Iron Beast","Gold VVIP","Súng lục","Secondary",11589,0,0,0,0,0,0,0,0,0,0,2096,445,16,1,90,1828,607,27,8,139,2269,592,45,5,79,1461,412,16,2,46,1036,333,15,3,18
"10702006006","Invisible Assassin Sword-Ultimate Gold","Orange","Cận chiến","Melee",11530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8563,392,12,2,0,2528,32,1,0,0
"10603008006","Mauser M1896-Ultimate Silversmith","Purple","Súng lục","Secondary",11395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,1,0,0,107,2205,40,0,0,3121,1428,35,0,0,2859,549,4,0,0,953
"10101060001","AK47-Emrald Rebirth","Gold V","AK47","Rifle",11303,0,0,0,0,0,0,0,0,0,0,2897,161,15,1,2671,1176,84,0,2,1357,746,56,1,0,650,491,25,0,0,508,238,30,1,0,193
"10702003006","Light Blade","Orange","Cận chiến","Melee",11303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3719,70,1,0,7513
"10108002006","FAMAS-S","Blue","Súng trường khác","Rifle",11245,768,17,0,0,2894,401,8,0,0,1712,238,4,0,0,1507,142,2,0,0,829,79,19,0,0,595,316,17,0,0,1309,5,1,0,0,382
"10120009006","QBZ03-Born Beast-Mithril","C","Súng trường khác","Rifle",11237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1457,1479,124,10,0,1847,1624,108,11,0,2072,2370,131,4,0
"10209009001","QBU09-Volcano","Purple","Bắn tỉa khác","Sniper",11195,596,5,0,0,2424,716,9,0,0,4061,218,4,0,1,872,94,6,0,0,300,207,7,0,0,571,222,8,4,0,638,42,2,1,0,187
"10101029001","AK47-Earl","Orange","AK47","Rifle",11169,850,19,4,0,1404,953,33,0,0,1431,973,51,2,0,1028,755,22,0,0,822,480,12,0,0,746,449,10,0,0,832,120,1,0,0,172
"10102172006","M4A1-Azure","Purple","M4A1","Rifle",11131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2,0,0,63,1173,65,2,0,9796
"10102008001","M4A1-Ultimate Gold","Orange","M4A1","Rifle",10872,525,11,0,0,2303,504,15,0,0,1893,355,7,0,0,1498,158,2,0,0,1106,140,5,0,0,898,126,9,0,0,1028,24,0,0,0,265
"10221007001","TAC-Fury Beast","Gold VVIP","Bắn tỉa khác","Sniper",10867,4070,511,51,4,2088,1043,288,23,1,272,385,151,8,0,20,555,306,9,36,19,229,140,4,18,5,286,152,15,12,3,74,80,3,2,4
"10101035001","AK47-Anubis","Gold VVIP","AK47","Rifle",10807,4090,256,21,3,4830,193,32,0,1,128,55,43,3,0,2,310,151,8,1,3,203,86,2,0,10,126,55,0,0,6,145,31,2,0,11
"10108001001","FAMAS","Green","Súng trường khác","Rifle",10774,298,9,0,0,2050,179,3,0,0,1201,208,8,0,0,1731,145,4,0,0,1313,105,5,0,0,1036,612,39,1,0,1408,54,2,0,0,363
"10801103001","Grenade-Shark","Orange","Đặc biệt","Utility",10745,2433,186,3,0,0,2202,118,3,1,0,2290,84,0,0,0,1232,61,0,0,0,871,41,2,0,0,685,21,0,0,0,450,10,2,0,50
"10102256001","M4A1-Summer","Gold V","M4A1","Rifle",10707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,11,0,0,0,4819,715,9,1,189,2856,397,3,0,109,1287,180,9,0,70
"10102079006","M4A1-Gun Girl","Gold V","M4A1","Rifle",10646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5336,2535,250,23,0,2011,474,15,2,0
"10520001006","M1216-Fish","Silver V","Shotgun","Shotgun",10628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5709,194,2,2,4721
"10102001001","M4A1","Whtie","M4A1","Rifle",10312,388,8,3,0,2564,234,15,1,0,1421,177,19,0,0,1274,108,10,0,0,1018,120,8,0,0,1165,99,14,2,0,1289,42,6,1,0,326
"10403001006","MK5-T Tiger","Blue","SMG","SMG",10218,188,1,0,0,1264,265,3,0,0,1302,292,4,0,0,1614,214,3,0,0,1162,141,0,0,0,655,424,0,0,0,2194,38,0,0,0,454
"10102190001","M4A1-Titanium Beast","Gold VVIP","M4A1","Rifle",10146,0,0,0,0,0,1150,391,21,0,206,2029,731,31,4,243,3045,593,28,5,121,583,257,14,2,10,272,138,4,0,14,170,71,8,0,5
"10102126001","M4A1-Red Crystal","Purple","M4A1","Rifle",10133,528,9,0,0,4246,379,12,0,0,3160,107,6,0,0,694,51,1,0,0,201,47,2,0,0,295,35,2,0,0,288,11,2,0,0,57
"10201049001","AWM-Red Frame Hawk","Gold V","AWM","Sniper",10059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2834,259,8,2,634,2326,153,3,0,850,1516,133,2,0,498,560,65,1,0,215
"10706065006","Keris-Earl","Gold V","Cận chiến","Melee",9937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1025,65,2,1,219,6098,185,4,0,2338
"10602039006","Desert Eagle-Gold Phoenix","Purple","Súng lục","Secondary",9867,1566,53,0,2,1569,1145,29,0,0,1161,677,29,0,0,773,418,10,1,0,470,375,3,0,0,615,224,5,0,0,446,113,4,0,0,179
"10403007001","MK5-Mechanical Era","Gold V","SMG","SMG",9864,2057,53,4,0,3719,1358,83,0,2,735,197,9,0,0,318,82,3,0,0,178,122,3,0,0,235,329,16,0,0,295,23,0,0,0,43
"10102102001","M4A1-Born Beast-Ragnarok","B","M4A1","Rifle",9856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5894,1283,113,13,664,653,313,12,2,17,298,162,5,2,10,265,133,11,0,6
"10101133006","AK47-Iron Beast-Subject Alpha","Gold VVIP","AK47","Rifle",9850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,528,1139,267,49,0,2552,2842,441,62,0,1090,781,87,7,4
"10704040006","Kukri-Beast-Frost","C","Cận chiến","Melee",9674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,32,1,0,0,3662,3555,188,20,0,601,1102,80,11,1,134,239,10,2,0
"10751003006","Golden Soccer Trophy","Orange","Cận chiến","Melee",9639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5644,245,3,1,2938,504,6,1,0,297
"10202005001","Barrett M82A1-Iron Shark","Gold V","Barrett","Sniper",9540,2817,61,5,1,3363,74,5,0,0,63,45,3,0,4,0,28,7,2,1,4,7,3,2,0,0,235,30,0,0,76,1764,207,2,1,730
"10110016001","M14EBR-El Dorado","Gold V","Súng trường khác","Rifle",9495,18,3,0,0,1,137,9,0,0,48,1648,110,4,3,2120,1155,106,1,0,1010,964,115,3,0,541,639,60,3,0,417,229,21,1,0,129
"10101148006","AK47-Mini","Orange","AK47","Rifle",9486,0,0,0,0,0,6058,410,40,0,0,1731,90,7,0,0,439,71,0,0,0,285,21,0,0,0,222,27,1,0,0,76,8,0,0,0
"10103006001","QBZ95-Angel","Gold V","Súng trường khác","Rifle",9463,1617,43,1,0,3530,615,22,0,0,1198,344,14,1,0,574,159,4,1,0,287,201,12,0,0,335,84,1,0,0,335,20,0,0,0,65
"10202036001","Barrett M82A1-Born Beast-Ragnarok","B","Barrett","Sniper",9271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2415,333,18,4,336,3354,612,22,1,739,586,258,10,0,54,349,147,6,1,26
"10629001006","Dual Colt1911-Iron Shark","Gold V","Súng lục","Secondary",9233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1151,124,4,0,332,4713,246,15,0,2648
"10502003006","Jack Hammer-Ultimate Silversmith","Purple","Shotgun","Shotgun",9170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,1,0,0,271,1105,38,0,0,3206,709,8,0,0,2858,188,2,0,0,719
"10211015001","98K-Satellite","Gold VVIP","Bắn tỉa khác","Sniper",9114,1959,61,0,1,4030,23,4,0,0,29,1,0,0,0,0,0,0,0,0,0,2176,182,12,5,454,110,10,1,0,56,0,0,0,0,0
"10139004006","G36-Tournament Spirit","Gold VVIP","Súng trường khác","Rifle",8994,324,298,55,16,0,2735,1415,159,29,11,1578,808,38,2,0,332,379,10,2,0,211,222,5,1,0,116,65,14,0,0,119,46,3,1,0
"10801110001","Grenade-Armoured Beast","Gold VVIP","Đặc biệt","Utility",8970,2078,492,47,7,0,1227,394,43,1,0,1083,392,39,0,1,556,257,16,2,0,517,277,17,4,0,401,198,15,2,1,537,321,17,2,26
"10101004006","AK47-Chaos Dragon","Purple","AK47","Rifle",8969,917,80,0,0,165,2635,200,1,2,983,457,7,0,0,157,423,16,2,0,174,1156,144,0,0,471,488,38,0,0,129,125,24,0,0,175
"10201042006","AWM-Spearfish","Orange","AWM","Sniper",8944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3338,167,5,0,5434
"10101110001","AK47-Shade Turbo","Gold VVIP","AK47","Rifle",8918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4317,482,20,1,1294,1635,171,1,0,631,304,49,3,0,10
"10101042001","AK47-Jewelry","Gold V","AK47","Rifle",8915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6457,486,26,0,1946
"10801082001","Grenade-Valentine","Purple","Đặc biệt","Utility",8902,3359,65,0,0,2337,913,12,0,0,584,435,0,1,0,331,174,0,0,0,148,147,2,0,0,128,74,1,0,0,92,38,2,0,0,59
"10601005006","USP-Transformer Beast","Gold V","Súng lục","Secondary",8876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4090,758,19,5,217,1968,249,1,1,144,804,119,1,1,81,376,21,0,0,21
"10504003006","Golden Shark","Gold V","Shotgun","Shotgun",8862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6865,1919,76,1,1
"10801061001","Grenade-Soccer","Purple","Đặc biệt","Utility",8805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1046,16,0,0,4328,918,6,0,0,2491
"10801133001","Grenade-Tournament Spirit","Gold VVIP","Đặc biệt","Utility",8748,54,18,5,0,0,1434,362,50,5,11,2301,546,46,6,9,974,294,21,1,4,864,278,20,1,8,647,229,15,1,9,382,143,7,0,3
"10706017006","Keris-Born Beast-Ragnarok","B","Cận chiến","Melee",8729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2917,449,20,0,229,4017,421,34,1,534,37,46,8,0,0,4,10,2,0,0
"10705012006","Cat Gloves","Purple","Cận chiến","Melee",8724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4453,210,4,6,3691,83,3,0,0,85,0,0,0,0,0,86,2,0,0,101
"10102182001","M4A1-S-Transformer Virgo","Gold V","M4A1","Rifle",8622,2658,269,11,0,422,1572,205,7,2,134,1230,194,1,1,64,561,58,0,0,30,395,64,1,0,25,376,55,2,0,60,181,23,0,0,21
"10750007006","Cute Puppy on Beach","Orange","Cận chiến","Melee",8580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,7,0,0,110,3622,68,2,0,4575
"10105004001","AN94-SS","Purple","Súng trường khác","Rifle",8560,565,11,0,0,2473,258,13,0,0,1324,173,9,0,0,986,102,3,0,0,748,101,1,0,0,678,82,3,0,0,841,12,1,0,0,176
"10102064001","M4A1 (mã 064)","","M4A1","Rifle",8547,0,0,0,0,0,0,0,0,0,0,3052,906,66,15,753,1510,502,26,0,339,372,324,6,2,12,209,231,7,0,2,125,80,5,1,2
"10318007006","Lewis Gun-Steel Frenzy","Gold V","SMG","Machine Gun",8419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1114,611,148,48,0,3313,829,64,20,0,1465,279,32,1,2,427,53,12,1,0
"10602018006","Desert Eagle-Toy","Purple","Súng lục","Secondary",8332,0,0,0,0,0,0,0,0,0,0,263,13,0,0,332,1442,24,0,0,4012,353,8,0,0,1066,138,1,0,0,475,50,1,0,0,154
"10704022006","Kukri-Beast-Ragnarok","B","Cận chiến","Melee",8312,3248,1167,130,23,0,660,725,65,4,0,119,216,42,0,0,121,295,34,8,0,295,576,61,4,0,99,227,61,2,0,42,76,11,1,0
"10405015006","Steyr TMP-Armoured Beast","Gold VVIP","SMG","SMG",8301,3031,1062,201,10,5,1061,197,52,3,5,625,171,85,1,1,482,96,63,3,1,395,72,57,0,0,342,149,31,6,0,68,10,14,2,0
"10801007001","Grenade-Firecracker","Purple","Đặc biệt","Utility",8121,0,0,0,0,0,2410,44,1,0,4196,417,1,0,0,1030,2,0,0,0,9,0,0,0,0,4,1,0,0,0,4,0,0,0,0,2
"10102032001","M4A1-Jewelry","Gold V","M4A1","Rifle",8101,1267,38,2,0,3554,8,0,0,0,19,2,2,0,0,3,4,0,0,0,0,0,0,0,0,0,970,71,2,0,1916,127,10,0,0,106
"10114005006","AK12-Iron Spider","Gold V","Súng trường khác","Rifle",8001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,718,184,43,0,2037,2496,262,43,0,866,572,71,10,0,271,248,70,10,0
"10714003006","Spring Festival Feather Duster","Orange","Cận chiến","Melee",7996,0,0,0,0,0,3037,133,4,2,1386,1133,43,0,2,676,376,18,1,0,199,449,16,0,0,230,155,4,0,0,99,14,0,0,0,19
"10101118001","AK47-Tournament Spirit","Gold VVIP","AK47","Rifle",7995,1131,124,20,9,376,1863,257,49,10,875,464,159,9,2,139,77,51,2,2,1,728,339,4,1,36,599,246,5,2,20,218,163,5,0,9
"10504009006","Golden Shark-Mutant Venom","C","Shotgun","Shotgun",7910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5191,2600,102,17,0
"10614005001","COP 357-Iron Beast-Punk","C","Súng lục","Secondary",7828,0,0,0,0,0,0,0,0,0,0,2295,484,43,3,188,1192,324,49,17,180,990,280,31,10,48,681,226,34,9,15,546,152,20,4,7
"10202003001","Barrett M82A1-Born Beast","Gold V","Barrett","Sniper",7577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1167,145,6,0,284,2585,498,14,3,595,1093,334,2,0,46,589,196,6,0,14
"10201050001","AWM-Infernal Dragon-Heroic Battlegear","C","AWM","Sniper",7564,5,6,3,0,0,58,49,2,0,4,200,129,3,2,6,1209,311,8,2,20,2287,383,11,0,26,1365,271,5,1,14,987,193,2,0,2
"10107007001","AUG-Mechanical Era","Gold VVIP","Súng trường khác","Rifle",7460,292,6,0,0,2782,916,30,0,0,1814,352,18,0,0,336,121,10,1,0,103,182,11,0,0,149,113,6,0,0,122,43,1,0,0,52
"10101183006","AK47-Pro Max","Orange","AK47","Rifle",7453,0,0,0,0,0,4774,411,26,0,0,1172,70,1,0,0,337,46,0,0,4,206,21,1,0,0,212,40,1,0,2,115,13,0,0,1
"10206001001","M200","Blue","M200","Sniper",7451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,1,0,0,88,794,31,0,0,1834,883,32,2,0,2666,267,6,0,0,782
"10710009006","Hammer-Lollipop","Purple","Cận chiến","Melee",7393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,7,0,0,74,2248,39,2,0,4683,85,1,0,0,173
"10101258001","AK47-S-Rifle Knife","Gold V","AK47","Rifle",7369,3236,115,1,0,3876,64,3,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10101171001","AK47-Black Gold","Purple","AK47","Rifle",7359,2327,87,5,1,1486,1124,30,0,3,651,500,24,3,0,420,211,10,1,0,136,96,4,0,0,72,61,1,1,0,61,26,0,0,0,18
"10101120006","AK47-Night Stalker","Orange","AK47","Rifle",7277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,19,2390,15,0,0,4840
"10609005006","Dual Glock","Purple","Súng lục","Secondary",7032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,18,0,0,105,1578,64,4,0,1890,979,49,3,0,1690,175,9,0,0,304
"10503001001","Armsel Striker","Green","Shotgun","Shotgun",7023,383,6,0,0,2019,154,2,0,0,948,51,1,0,0,581,35,0,0,0,551,36,1,0,0,979,25,1,0,0,1028,5,0,0,0,217
"10101147001","AK47-Angel","Gold V","AK47","Rifle",7021,0,0,0,0,0,4,0,0,0,3,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,380,31,0,0,323,2006,99,1,0,4161
"10401002006","MP5-A","Green","SMG","SMG",6969,476,19,1,0,1187,482,19,12,0,1096,301,13,0,0,702,217,10,1,0,543,130,10,0,0,262,369,9,0,0,869,51,0,0,0,190
"10503004001","Armsel Striker-El Dorado","Gold V","Shotgun","Shotgun",6958,0,0,0,0,0,917,38,1,0,1245,1193,99,5,0,486,574,35,1,0,224,679,52,1,0,297,498,40,2,0,285,179,15,0,0,92
"10102162006","M4A1-Red Knife Beast-Alpha","Silver V","M4A1","Rifle",6937,983,12,0,0,5942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10120005001","QBZ03-Born Beast","Gold V","Súng trường khác","Rifle",6885,2341,95,0,0,3007,58,3,0,0,64,0,0,0,0,0,0,0,0,0,0,136,52,5,0,7,86,35,0,0,5,720,60,2,0,209
"10702087006","Butterfly Knife-El Dorado","Gold V","Cận chiến","Melee",6868,0,0,0,0,0,2,182,84,10,0,5,306,34,9,0,26,666,45,1,0,83,1963,88,11,5,31,2544,50,3,4,10,689,15,2,0
"10602045006","Desert Eagle-Royal Blue Gold Dragon","Orange","Súng lục","Secondary",6814,1309,46,0,0,408,976,45,2,3,265,807,26,0,0,314,475,15,0,0,291,444,3,0,0,368,377,3,0,0,282,206,0,0,0,149
"10614007001","COP 357-Royal Blue Gold Dragon","Orange","Súng lục","Secondary",6787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1856,263,4,0,148,2343,342,8,2,161,1420,180,4,1,55
"10608003001","Súng lục (mã 003)","","Súng lục","Secondary",6771,3000,26,2,0,571,1353,27,0,0,342,613,4,0,0,146,218,3,0,0,68,196,2,0,0,44,70,3,0,0,36,29,0,0,0,18
"10602002006","Desert Eagle-Winter Land","Purple","Súng lục","Secondary",6765,1208,26,1,0,5094,44,2,0,0,146,25,0,0,0,75,21,2,0,0,41,11,0,0,0,24,5,0,0,0,23,6,0,0,0,11
"10101098001","AK47-Rush","Gold VVIP","AK47","Rifle",6741,0,0,0,0,0,0,0,0,0,0,1799,733,63,12,60,1233,397,11,0,35,963,316,10,0,28,499,125,7,5,20,286,126,9,0,4
"10633002006","MAC-10-Pterosaur","Gold VVIP","Súng lục","Secondary",6695,478,306,23,7,0,1086,377,11,3,0,763,373,22,1,2,1661,235,5,0,0,378,158,4,0,0,175,81,4,0,0,498,43,1,0,0
"10202010001","Barrett M82A1-Iron Beast","Gold V","Barrett","Sniper",6684,0,0,0,0,0,0,0,0,0,0,2592,388,11,7,573,1479,265,11,2,377,397,91,0,1,13,265,68,5,0,16,84,27,9,0,3
"10515014001","KSG-Iron Shark","Gold V","Shotgun","Shotgun",6683,814,38,4,0,741,17,2,0,0,15,0,0,0,0,0,177,8,0,0,49,2076,163,3,1,672,959,97,1,0,331,385,31,0,0,99
"10705002006","Dragon Fists-Chaos Dragon","Purple","Cận chiến","Melee",6636,0,0,0,0,0,2830,124,8,0,941,584,40,0,1,200,415,22,0,1,112,626,21,1,0,175,335,23,0,0,70,76,7,0,0,24
"10703050006","B.C Axe-Autumn","Gold VVIP","Cận chiến","Melee",6633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399,66,0,0,0,5755,404,9,0,0
"10602092006","Desert Eagle-Illusion","Purple","Súng lục","Secondary",6515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1666,43,0,0,4057,172,1,1,0,482,32,0,0,0,61
"10114004001","AK12-SS","Purple","Súng trường khác","Rifle",6504,570,15,0,0,1752,257,6,0,0,993,165,3,0,0,647,87,3,0,0,549,87,2,0,0,588,51,6,0,0,598,12,1,0,0,112
"10105003001","AN94-Smilodon","Gold V","Súng trường khác","Rifle",6502,2004,52,0,0,3018,27,2,0,0,67,0,0,0,0,0,695,218,11,0,203,84,54,0,0,2,28,14,0,0,0,16,6,1,0,0
"10102029001","M4A1-Anonymous","Orange","M4A1","Rifle",6475,1291,28,1,0,3872,254,12,0,1,363,126,1,1,0,127,63,1,0,0,72,59,2,0,0,63,36,2,0,0,72,11,0,0,0,17
"10615003006","QSZ92-Falling Snow","Purple","Súng lục","Secondary",6457,2057,58,1,0,4341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10102244001","M4A1-Iron Wolf","Gold V","M4A1","Rifle",6430,2785,92,3,10,3355,86,6,1,0,91,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10602077006","Desert Eagle-Ranger-Frost","C","Súng lục","Secondary",6408,1161,529,96,7,64,698,701,37,3,0,279,565,33,1,0,220,270,11,0,0,268,224,40,0,0,353,450,13,0,0,187,194,4,0,0
"10103002006","QBZ95-A","Blue","Súng trường khác","Rifle",6384,391,21,0,0,1507,143,0,0,0,938,188,3,0,0,940,169,2,0,0,742,89,0,0,0,420,40,2,0,0,647,15,1,0,0,126
"10801128001","Grenade-Snowflake","Purple","Đặc biệt","Utility",6351,813,11,0,0,4991,53,2,0,0,29,37,0,0,0,44,39,0,0,0,32,69,0,0,0,93,38,1,0,0,61,11,0,0,0,27
"10101122001","AK47-Gladiator-Mithril","C","AK47","Rifle",6339,0,0,0,0,0,0,0,0,0,0,122,121,16,3,1,878,854,38,8,31,950,769,21,2,48,1036,478,5,0,20,620,292,6,1,19
"10101209001","AK47-Born Beast-Ragnarok","B","AK47","Rifle",6313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4615,614,24,2,1058
"10206004001","M200-Blue Pottery","Purple","M200","Sniper",6305,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2034,88,6,1,1420,807,35,0,0,932,436,19,0,0,382,74,2,0,0,67
"10211009001","Kar 98K-Gold Black Dragon","Purple","Bắn tỉa khác","Sniper",6302,0,0,0,0,0,1442,60,1,0,1891,823,48,2,1,535,484,44,1,0,186,307,22,0,0,115,164,17,0,0,95,35,3,0,0,26
"10124001001","Type-56-Hawaiian","Purple","Súng trường khác","Rifle",6290,1854,48,2,2,2364,473,27,0,0,559,198,9,0,0,193,109,7,0,0,80,95,6,0,0,83,66,3,0,0,77,16,0,0,0,19
"10602038006","Desert Eagle-Ranger","Gold VVIP","Súng lục","Secondary",6251,1779,466,41,3,165,630,355,23,0,3,387,220,3,0,0,221,133,0,1,0,1300,137,0,0,0,148,102,1,0,0,63,69,1,0,0
"10209001001","QBU09","Blue","Bắn tỉa khác","Sniper",6218,418,4,1,0,2076,147,0,0,0,1015,118,1,0,0,656,111,3,2,0,501,78,1,0,0,368,79,4,1,0,469,19,0,0,0,146
"10101082001","AK47-Invincible Dragon","Orange","AK47","Rifle",6119,1617,40,2,0,3684,4,0,0,0,1,0,0,0,0,0,6,0,0,0,2,132,11,0,0,49,198,11,0,1,224,77,5,0,0,55
"10702036006","Butterfly Knife-Iron Shark","Gold V","Cận chiến","Melee",6002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,538,20,2,0,248,2761,67,6,0,2360
"10120017001","QBZ03-Knife-Jade Flower","Gold V","Súng trường khác","Rifle",5962,2745,62,15,1,2990,64,3,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10109003001","9A91-SS","Purple","Súng trường khác","Rifle",5947,297,7,1,0,1857,178,7,0,1,1196,61,1,0,0,598,33,0,0,0,435,48,0,0,0,472,35,1,0,0,594,4,0,0,0,121
"10201017001","AWM-Gilt","Orange","AWM","Sniper",5928,968,10,2,0,2972,161,2,0,0,466,78,1,0,0,249,33,3,0,0,124,94,1,0,0,245,96,5,0,0,340,13,1,0,0,64
"10101051001","AK47-Gladiator","Gold VVIP","AK47","Rifle",5905,5,1,0,0,0,69,20,8,0,4,510,327,19,9,10,921,556,18,1,17,775,327,7,0,20,1000,242,7,0,35,789,175,7,0,26
"10602055006","Desert Eagle-Armoured Beast","Gold VVIP","Súng lục","Secondary",5835,1203,381,48,4,0,431,233,10,4,0,245,155,17,1,0,182,113,6,0,0,154,83,3,2,0,1184,727,39,2,0,422,176,9,1,0
"10209006006","QBU09-Armoured Beast","Gold VVIP","Bắn tỉa khác","Sniper",5821,1020,2108,332,23,19,184,741,49,6,0,105,411,4,19,1,64,171,16,0,0,51,151,26,0,0,88,82,8,2,1,94,45,0,0,0
"10722001006","Stick-Winter Land","Purple","Cận chiến","Melee",5748,1279,22,1,0,3347,222,3,0,0,267,66,5,0,0,99,64,0,0,0,70,94,3,0,0,88,39,2,0,0,47,12,0,0,0,18
"10102181001","M4A1-S-Steel Empire","Gold V","M4A1","Rifle",5641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1694,112,8,1,578,1637,77,0,0,921,372,10,0,0,231
"10602083006","Desert Eagle-Crystal","Purple","Súng lục","Secondary",5561,992,30,1,0,613,284,11,0,1,148,144,10,0,0,66,81,6,0,0,89,311,7,0,0,947,203,6,0,0,1264,72,1,0,0,274
"10109017001","9A91-El Dorado","Gold V","Súng trường khác","Rifle",5460,0,0,0,0,0,1,0,0,0,0,1538,65,1,0,2470,253,8,0,0,261,241,11,1,0,207,156,19,0,0,134,63,3,1,0,27
"10602010001","Desert Eagle-Thunder","Gold V","Súng lục","Secondary",5438,1158,39,4,1,1902,382,20,1,0,418,240,12,0,0,239,145,5,1,1,132,105,5,2,0,144,83,0,0,0,140,63,4,0,0,192
